Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
16214,2349354039,5,1.0,1.0,1,0,1,2018-05-09,Was in the market for a neck cream and after reading several reviews decided on this one. Boy am I glad I did!!! My neck looked firmer and the wrinkles just disappeared. It was almost immediate. Rich and creamy. A little goes a long way. Will definitely buy again.,,lightMedium,blue,combination,blonde,P383052,Do Not Age with Dr. Brandt Moisturizing Neck Cream,Dr. Brandt Skincare,67.0
45626,1308532585,1,0.0,0.8399999737739563,25,4,21,2022-04-27,"I have previously purchased several of the the 3-in 1 Extractor Tools for myself and others.  It was black and angled at the small end.  It was great and worked very well.  This one is flat.  It’s awful and doesn’t work nearly as well.  I wish Sephora would bring the black kind back!!!  This one is more like the one I got at Ulta, which I promptly returned and came back to Sephora to get the black one.",So Disappointed!,light,blue,combination,red,P469028,3-in-1 Extractor Tool,SEPHORA COLLECTION,20.0
41673,5368122051,5,1.0,,0,0,0,2019-03-13,I love the silky feel of this moisturizer.,great day cream,fair,green,combination,brown,P405286,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Dry Combination Skin,CLINIQUE,64.0
14084,8886504861,5,1.0,,0,0,0,2023-02-14,"The snow mushroom salt cleanser comes in a environmental friendly package. It come with a very soft and useful clod glove, which is used to create more bubbles as well as to gently exfoliate skin. it’s also fragrance-free.",Face soap,fair,brown,dry,black,P504988,Snow Mushroom Pore Cleanser with Exfoliating Glove,DAMDAM,47.0
18914,2015701245,5,,0.9285709857940674,14,1,13,2016-01-12,"Terrific serum to use daily under moisturizer. Noticeably reduces fine lines and wrinkles, makes my skin look beautiful. I periodically use other serums and moisturizers, but always come back to Estée Lauder’s Perfectionist and Resilience Lift moisturizer. People often are surprised to learn I’m 43; this product is the reason I look younger!",My favorite serum,,,combination,,P379995,Perfectionist CP+R Wrinkle Lifting/Firming Serum,Estée Lauder,120.0
47672,42566769483,5,1.0,1.0,4,0,4,2023-02-22,Love this! I use it as skincare product because I don’t really have any makeup ones but this leaves my skin so refreshed! I always use it as my last serum because I use it for the dewy finish and not the actual benefits. But if I had foundation or something like that I would def use it with it! Not to mention this stuff smells soooo good and the fragrance doesn’t bother my skin at all!,This is baeee,mediumTan,brown,dry,brown,P504636,Mini Watermelon Glow Niacinamide Dew Drops,Glow Recipe,20.0
48375,2585812656,4,1.0,0.9545450210571288,22,1,21,2020-08-03,I’ve been using the cleanser (both foam & enzyme) from the DST line. I love them both and decided to try other products. This serum is great. It quickly absorbs into the skin and doesn’t leave that sticky feeling like others I’ve tried (e.g. drugstore cheaper versions). I recommend giving this a try. I have this 4 stars bc of price. I wish it were cheaper. Buying is definitely a splurge. I have to save to buy. A little goes a long way though. Give it a try!,love this,mediumTan,brown,combination,auburn,P448548,Darker Skin Tones Hyaluronic Serum,Dr. Barbara Sturm,300.0
48959,7616575622,5,1.0,1.0,9,0,9,2020-05-14,"This stuff is magical. Scrolled on Sephora for a ridiculous amount of time trying to figure out what other products I could convince myself that I need and then I found this. The swatches available are absolute trash but if it helps I got the shade 2 and it’s the equivalent of MAC’s NW25. The coverage is medium and I apply it before I apply makeup or after if I feel a spot coming in. This magical product completely dries out any blemish I have and it’s gone in a couple of days. By day 2, it looks so much better. Please use this as a spot treatment and not over a larger area that may have bumps or texture, I made that mistake and it dried out a solid square inch of my forehead. Anyway, 10/10 recommend!",Magical,light,blue,combination,brown,P448713,Clarifying Spot Treatment,Dr. Barbara Sturm,55.0
17851,22208574630,2,0.0,0.8181819915771484,11,2,9,2019-06-13,"I have sensitive skin. I used this for about a month, day and night, but I think it broke me out and irritated my face. I think it’s the essential oils, which I’m sensitive to but didn’t think Biossance’s products would irritate my face since I use everything else from them. Would recommend if you don’t have sensitive skin.",Not for sensitive skin,light,hazel,dry,brown,P429659,Squalane + Hyaluronic Toning Mist,Biossance,32.0
35922,5959513034,5,1.0,,0,0,0,2021-08-06,"What a great product from Hourglass. Sometimes I’m skeptical when a makeup brand makes skincare but this knocks jt out of the park. For starters, I love using essences. And this one makes my skin feel so balanced and plump and I also feel like it reduces redness as well. I love it!!!",,fair,green,dry,brown,P469833,Equilibrium Restoring Essence,Hourglass,65.0
12348,11419204369,5,1.0,,0,0,0,2022-12-23,This oil is great! Super lightweight but still hydrating and leaves the skin looking fresh and glowing!,,,brown,dry,blonde,P503991,Algae + Moringa Universal Hydrating Face Oil,MARA,72.0
28764,11362972710,5,1.0,0.9090909957885742,22,2,20,2021-05-15,I love this eye cream. The eye tool helps run product in gently and feels so good on your face! Everything I’ve tried from her skin line I have loved!!,Great product!!,medium,brown,dry,black,P469087,Flash Nap Instant Revival Priming Eye Gel-Cream With Green Tea + Persian Silk Tree,Fenty Skin,36.0
1599,5067239968,5,1.0,,0,0,0,2022-08-04,Easy application is the number perk!  Sprays on smoothly and dries down quickly.  The scent is super soft.  I also haven’t had any issues with breakouts or irritation.,Super easy application!,tan,brown,combination,black,P500778,N°39 Facial Sunscreen Mist with SPF 39,HABIT,30.0
34198,11041755662,5,1.0,0.8999999761581421,20,2,18,2019-05-11,Love it! It’s moisturizing and stays on for 2-3h. Very mellow mint taste. So glossy. Lips looks very healthy. P. S. I am 54,,light,brown,combination,blonde,P444964,The Lip Volumizer,La Mer,85.0
28191,6358015484,4,1.0,,0,0,0,2022-09-08,"I’ve been using this overnight treatment for about two weeks and I’m really enjoying the moisture and brightness that I wake up to in the morning. I like that it is free of parabens, sulfates, formaldehyde, etc. It claims to have ingredients that lock in moisture (probiotic extracts), boost the appearance of firmness and smoothness (AHAs), reduce the appearance of fine lines and wrinkles (Indian gentian, give the appearance of brighter more even-toned skin (vitamin c). I have combo skin with dark spots and a few wrinkles. I don’t see any changes to my wrinkles, but my dark spots look a tad bit lighter and my skin is very moisturized. I can not speak on firmness. Here’s what I don’t like - THE SMELL. It’s awful. It smells like plain Greek yogurt that’s days away from being expired. It doesn’t smell once it’s applied into the skin, but when you first pump it out, the smell is very noticeable. The packaging is cute and the upright pump is a new twist. Overall, I like and will keep using. I will just hold my breath while applying .",So far so good!,tan,brown,combination,black,P501316,Beauty Sleep Overnight Repair Treatment Cream with AHA's and Vitamin C,TULA Skincare,68.0
30411,1572281173,4,1.0,,0,0,0,2021-11-30,"I received this complimentary to share my honest review. And I really like this cleanser! First of all it smells amazing, secondly it’s jump-based which means that it’s very easy on the skin. Ingredients include lemon seed oil and lemon butter which helps to remove makeup and SPF. My face felt clean, refreshed, and soft after using I look forward to using this in my morning routine for a extra pick-me-up, it has a very lemony scent which I really love. If you are sensitive to sense then maybe this cleanser is not for you but it does smell like lemons and I enjoyed the citrusy scent!",Smells amazing!,deep,brown,combination,black,P478020,Lemon-Aid Makeup-Removing Cleansing Gel,Naturally Serious,19.0
27667,5496643446,5,1.0,1.0,1,0,1,2022-06-07,Amazing at first I didn’t feel like it wash taking anything off until I rinsed my face and it passed a white napkin test there was nothing left it is a bit drying so I use this and then cleanse with with my dash wash like a two step awesome product !,leaves nothing behind,mediumTan,brown,dry,black,P480603,2-in-1 Cleansing Oil + Makeup Remover,First Aid Beauty,26.0
32796,2578022472,5,1.0,1.0,4,0,4,2019-08-19,"This serum hydrates my skin like no other, and it’s effect was visible from the first morning after I used it. I apply it before my mosturizer, at least 3 times per week - and sometimes daily, depending on when I need the most hydration.",my favorite from L’Occitane,medium,brown,oily,black,P442734,Immortelle Reset Overnight Reset Oil-In Serum,L'Occitane,65.0
39230,1097566213,2,0.0,0.8333330154418945,6,1,5,2019-10-14,"I do adore Lancôme. However this scrub didn’t make the grade. It smells nice and I like the warming feel. That said, it didn’t do much else. Your skin has to be clean first, don’t expect it to remove any makeup, which is understandable for an exfoliant. But there’s this film it leaves behind that I just can’t get past. You will need to follow up with toner. I also didn’t notice any difference to my skin and I gave it a 2 week chance. Pass.",Not a Fan,lightMedium,brown,normal,brown,P433461,Rose Sugar Scrub,Lancôme,34.0
6056,25752283984,5,1.0,1.0,1,0,1,2020-04-08,"I use this everyday, all day. It has been my faborite facial spray for years! Its great for before or to set makeup and I also use it so my foundation doesn’t crease of get cakey. Its great for no makeup days, when skimn feels a bit dull, or even right before bed. It feels so nice and refreshing and smells amazing! I cannot say enough good thing about it. Ive gone through 5 bottles of it and I even have minis so I can take it with me if I need to.",This is the love of my life,lightMedium,brown,combination,black,P440483,"Facial Spray with Aloe, Cucumber and Green Tea",Mario Badescu,7.0
14467,28298467467,4,1.0,,0,0,0,2020-10-14,"This product worked pretty good. Was actually recieved to try from Pinchme! I love all of Sephora’s products, they all work great!",Dr. Zenovia Vitamin c,fair,brown,combination,brown,P464244,Vitamin C Brightening Toner,Dr. Zenovia Skincare,38.0
10378,9211610101,5,1.0,,0,0,0,2022-08-04,It’s really good eyes cream that I’ve ever had.If you have dark circles around your eyes.This works amazing because it has caffeine in it.,Good for puffy eyes.,fair,brown,combination,blonde,P500109,Hydrating Caffeine Eye Cream,Community Sixty-Six,18.0
46472,23462511807,5,1.0,,0,0,0,2023-03-13,"I don’t know about pore refining, but this mist is the answer to creating an impression a spa while doing your skincare. It hits you with a relatively strong rose scent, but I find it to be natural rather than that of an artificial one. I feel delighted whenever I need a touch of hydration but also a bit of TLC. If you’re into rose and/or mists, you might enjoy this one.",At home spa,lightMedium,brown,combination,black,P500012,Rose Hydration Pore-Minimizing Mist,fresh,24.0
25202,23493012169,5,1.0,0.5,2,1,1,2022-12-27,"This stuff is wonderful!  Oh and the smell is, uhm….",A must have!,fair,brown,combination,gray,P408241,Plantscription Youth-Renewing Power Night Cream,Origins,73.0
38245,7657060434,5,,0.8235290050506592,17,3,14,2016-11-02,"My friend told me about the plantscription line after I voiced concerns about my face looking a little aged lately (I think it was just the acne I was going through) so I decided to get a sample of this oil free cream. I have incredibly oily, sensitive, acne prone skin and this moisturizer has been a miracle worker so far. My breakouts have gone away completely and I’ve noticed a reduction in the overall oiliness of my skin. People talk about the smell but I honestly haven’t noticed it! It smells like all other face creams to me. It goes on smoothly and is a great primer for my BB cream. I think I’m going to have to save up and actually buy this! 10/10. Definitely recommend.","Perfect for oily, sensitive skin",,,,,P409816,Plantscription SPF 25 Power Anti-Aging Oil-Free Cream,Origins,73.0
2210,8551542219,5,1.0,0.4166670143604278,12,7,5,2022-01-04,"I wanted to wait before writing my review. I’ve been using the PMD Clean Pro Rose Quartz for 2 weeks and can say there has been a significant improvement to my skin. My skin is GLOWING and appears more youthful. If you are on the fence, it’s definitely worth the cost. There’s no need for replacement heads and I love that. The warming feature is so pampering, I use it when applying serums.  And the color and rose quartz. Sooo cute!",Say yes to high tech skincare,mediumTan,brown,combination,brown,P446630,Clean Pro Rose Quartz,PMD,179.0
24270,1083224040,5,1.0,0.6666669845581055,3,1,2,2020-02-12,I feel like this gets every little bit off.  Love it.,,light,green,oily,blonde,P431733,Epidermal Re-Texturizing Micro-Dermabrasion,Kiehl's Since 1851,46.0
16403,2001431505,5,1.0,1.0,2,0,2,2019-09-12,"This is a no fuss cleaner that leaves your face clean, but doesn’t leave your face dry. My face is squeaky clean, but soft . . . and the smell of the product is lovely- not like perfume, but a walk in a meadow after a rain. It’s definitely worth the price and a little goes a long way.",Love this cleanser!,light,brown,combination,brown,P377919,Plantscription Anti-Aging Cleanser,Origins,36.0
36054,5768957715,5,1.0,,0,0,0,2023-03-20,"Gifted by The Inkey List, this dewy sunscreen is exactly what I’ve been looking for! It’s hard for me to wear sunscreen on my face because most dry me out really quickly but this provides some great moisture and protection. Love it!I",Great for my dry skin!,medium,brown,combination,black,P505711,Polyglutamic Acid Dewy Sunscreen SPF 30,The INKEY List,14.99
3104,2226012500,5,1.0,1.0,8,0,8,2020-02-24,"I never write reviews...but Baba Bomb was so amazing. Initially I had thought it was too thick and heavy but after sleeping with it, it does sink in rather than just sit and slip off your face like oils do. I have noticed a significant difference in my skin and my skin barrier seems to have been quickly restored by this. Sometimes I’ll do a light oil/serum and use this on top to really lock everything in but that’s usually not necessary. If I use during the day time, I’ll mix it with other lotions or just add some to my SPF. I’m not a huge fan of the packaging (too much plastic) :( so hope they make some changes. This hasn’t broken me out like first aid beauty. This hasn’t caused a rash or reacted with my sensitive skin (skin so sensitive that Milky Jelly Cleanser *burned* my skin). This has healed me. Who knew Tarte had good skincare?!?!?","great for my sensitive, dry, acne prone skin!!!",lightMedium,brown,combination,black,P447200,Baba Bomb Moisturizer,tarte,39.0
19478,6835956332,5,1.0,1.0,1,0,1,2022-10-21,"Loving this set! Can’t wait to try the entire collection out. It’s great for travel, clean and the packaging is everything. I did try out the oil jelly serum and moisturizer and so far so good with my dry skin",,,,,,P502322,The Healthy Skin Edit Bestsellers Kit,iNNBEAUTY PROJECT,36.0
34271,6381754277,5,1.0,0.6666669845581055,3,1,2,2022-10-22,This moisturizer is the perfect texture! It works amazing for my dry- combo skin!,AMAZING!,fair,blue,dry,,P469525,Omega+ Complex Serum,Paula's Choice,42.0
36334,5696575631,4,1.0,1.0,3,0,3,2021-09-26,"I love the fact that it’s fragrance-free, but it does have a light scent. It’s lightweight while very moisturizing. Suitable for sensitive/dry/combination skin. I just don’t get why it’s so expensive.",,fairLight,brown,combination,black,P472341,Superkind Fragrance-Free Fortifying Moisturizer,Tata Harper,130.0
31014,8052566290,3,0.0,0.5714290142059326,7,3,4,2020-05-19,"I found this just ok. Gives a little bit of nice color after one application but most of the color disappears after washing my face at night. I have to apply this pretty much every night to keep my face the color I want, which sucks because this doesn’t break me out and I like the tropical smell. I probably won’t repurchase because it’s a hassle to have to apply every night",,light,blue,dry,black,P455217,Gradual Self-Tanning Face Gel,SEPHORA COLLECTION,17.0
48982,2400111818,2,0.0,0.8181819915771484,11,2,9,2022-03-05,"This product is definitely a let down. I’ve used Origins exclusively for nearly a decade now and the Zero Oil cleanser was the backbone of my skin care routine. I bought this thinking it was the same as the previous formulation since the packaging is the same but buyer beware. It’s a new formula. And honestly I don’t think it works as well as the mint saw palmetto one. It certainly smells worse, my skin doesn’t feel as clean and I’m finding it’s doing a worse job at keeping my skin happy. So I’m going to be looking elsewhere for my cleanser moving forward. 2 stars because it does meet the requirement of being a cleanser, just not a good one",It's not the same as the old Mint and Saw Palmetto,mediumTan,brown,combination,brown,P474369,Clear Improvement Zero Oil Cleanser With Charcoal,Origins,27.0
48210,31702550038,5,1.0,1.0,3,0,3,2023-03-19,"The packaging is really easy to use and gorgeous. To use, simply push down the top after opening the cap. It easily removes heavy makeup and has a rosemary mint scent. The cleanser neither itched nor irritated my skin.",cute,medium,brown,combination,black,P504880,Melt Awf Jelly Oil Makeup-Melting Cleanser,Fenty Skin,34.0
22954,8955268746,4,1.0,0.90625,32,3,29,2020-08-23,"I have only recently begun to use retinol in my skincare and do like this product. Despite the texture/consistency it didn’t cause me any breakouts/clogged pores, etc. That said - it is strong stuff! I have relatively sensitive skin and can only use it 1-2 times a week so far, but I know I can and will build a better tolerance to it now that summer is over. I went a bit overboard initially and my skin became extremely flaky and irritated. I would definitely recommend that you incorporate some kind of AHA when using this as well, be it alternating with the Framboos serum or an AHA cleanser or toner (just rinse it off after a bit before you with any creams or serums) to clear away old skin because this definitely does it’s job.",Good but do start slowly if you're new to retinol.,light,,combination,blonde,P450947,Mini A-Passioni Retinol Cream,Drunk Elephant,28.0
31067,1314606209,4,1.0,1.0,1,0,1,2020-03-15,Good relaxing mask. I noticed that my skin was more glowy and my pores cleaner the next day.,,light,brown,combination,brown,P433884,Dermask Ultra Jet Peeling Solution,Dr. Jart+,9.0
37332,2095732000,4,1.0,1.0,3,0,3,2022-03-31,"I love this sunscreen, it has an amazing smooth and buttery texture that leaves your skin looking and feeling soft and supple. It is not overly greasy as many sunscreens can be nor does it start to peel after re-applying it which is great. However, I will note that if you use this daily and re-apply your sunscreen throughout the day this runs out really quickly. I have had mine for barely a month and it is running out. Kinda disappointing at this price point but I guess that is to be expected if you’re re-applying it.","Great sunscreen, runs out quickly",fairLight,brown,combination,black,P452002,Classic Face Sunscreen SPF 50 White Tea,COOLA,32.0
12287,5487048282,5,1.0,,0,0,0,2023-03-13,"This is hands down the best facial oil I’ve ever used. Lightweight, but luxuriously moisturizing. Melts so nicely into my skin, light, natural fragrance, not greasy, and leaves me looking glowy. Purchased my second bottle today- this might move a new holy grail product. Esthetician approved 👏",,fairLight,blue,normal,auburn,P503991,Algae + Moringa Universal Hydrating Face Oil,MARA,72.0
49899,905078346,2,0.0,0.375,8,5,3,2022-11-30,"I have VERY dry skin. I recently tried the Rich Cream in the same line and loved it, so I wanted to give the serum a try, too. The serum feels like a very lightweight lotion when it goes on. I didn’t apply a moisturizer over it because I wanted to see how the serum performed alone. Within an hour or so,  my face had a slight tight feeling and this continued throughout the day. Not sure if the tightening is intended for anti-aging, but that feeling isn’t comfortable for my super dry skin.  I much prefer a serum that is more emollient and continues to feel hydrating.",Serum didn't work for my very dry skin,light,blue,dry,auburn,P502823,Absolue The Serum,Lancôme,270.0
28111,5124689326,5,1.0,1.0,2,0,2,2020-04-26,"This is my favorite facial cleanser. Non-drying and keeps all blemishes at bay. It’s a gel so it’s not meant to lather as some other reviewers have complained about. But I have oily skin and it works perfectly for keeping my skin clean and balanced. Even got my boyfriend to start using it and his skin is clearer than ever. Plus it’s so affordable and a single bottle lasts forever, even using twice a day. This is one product I always keep on-hand.",go-to facial cleanser,fair,green,oily,blonde,P440485,Enzyme Cleansing Gel,Mario Badescu,14.0
22790,5263278004,1,0.0,0.842104971408844,95,15,80,2019-08-15,"I don’t understand how this set got such good reviews! Mine came in defective! The amethyst head doesn’t twist on at all; the jade head screws on smoothly but is sitting on an angle! So the only good head is the rose quartz one. Not very well made! I will have to bring it back!!! On the other hand, I’m a gemologist, and just from looking at it I don’t believe the jade is nephrite. For the price I don’t expect getting jadeite but, if it isn’t nephrite, it shouldn’t be called jade at all.",very badly made,light,brown,combination,brown,P444013,Crystal Facial Roller Set,SEPHORA COLLECTION,35.0
24186,21385182873,5,1.0,0.5,2,1,1,2020-07-28,"The products smell so good and leave your skin glowing glowingg! My skin instantly lighted. I was scared this wouldn’t work, but it did. I highly recommend, it is so worth it.",ITS WORTH ITTTT!!,lightMedium,brown,combination,brown,P459131,3 Mega Wonders,OLEHENRIKSEN,65.0
40407,1373518949,5,1.0,0.6818180084228516,44,14,30,2020-01-24,"I absolutely LOVE this serum! By far the best anti aging serum I have ever used! It’s hydrating and plumps my skin. I can definitely see a difference in the firmness of my skin as well. So good! Look up Skin Barrier Function and why it’s so important. When you truly understand what Sturm products do for you, you will completely obsessed! I’m a licensed esthetician so I do know skin and ingredients very well.",Absolutely love!!!,light,brown,dry,brown,P447787,Super Anti-Aging Serum,Dr. Barbara Sturm,370.0
33858,9372467884,1,0.0,1.0,2,0,2,2022-06-18,"Only used for light toner and every single one completely falls apart. Whether you use either side. I bought new ones from another brand at a local zero waste store and they’re much better. I’m not sure why sephora failed so hard at these, def bummer since I normally love. Do not waste your money.",Fall Apart,lightMedium,blue,combination,brown,P473728,Reusable Cotton Pads,SEPHORA COLLECTION,10.0
30036,1018251431,5,1.0,0.7195119857788086,82,23,59,2019-09-20,"I actually didn’t want to like this, but it feels SO GOOD! I feel like it helps with puffiness around my eyes. And, I get a lot of tension in my jaw, and a few minutes with this and I un-clench.",Pleasantly Surprised,fair,blue,normal,blonde,P449156,Gold Sculpting Bar,Jillian Dempsey,195.0
45854,2521874404,5,1.0,1.0,9,0,9,2022-04-09,"I’m not sure what all the negative reviews are about. The applicator is a little strange but it’s not hard to use, it’s just not something i’ve seen before. It is very thin but it’s an oil so I just feel like that is expected. As for the taste everyone is talking about, if you get in your mouth it has the slightest sunscreen taste (again, not unexpected since it has spf) but it really isn’t anything that bad at all. It feels really nice and it gives the prettiest shine to your lips!",,light,blue,oily,blonde,P483057,COOLA Organic Liplux Classic Sunscreen Lip Oil SPF 30,COOLA,18.0
20231,33520687156,3,0.0,0.4000000059604645,5,3,2,2022-08-10,"I am 34 and I have combination skin. I was using DekiKate earlier which is good soothing cream however I wanted to have something more moisturizing to my face at night in winters. I tried this product, First thing it’s very thick skin does not absorb it quickly; Second It gave little bumps on my face which were painful and Third It’s very expensive for a moisturizer. I have stopped using it. It May be for someone with very dry skin also I am sure there are many good alternatives in lesser price range.",KateCeuticals (For very dry skin),fair,brown,combination,black,P469112,KateCeuticals Total Repair Cream,Kate Somerville,140.0
32129,5212025443,4,1.0,1.0,9,0,9,2020-10-30,Love the smell of it! Reminds me of childhood I use it on my body. Nice exfoliating cleanser for bumpy thighs.,,lightMedium,brown,dry,brown,P440489,Glycolic Foaming Cleanser,Mario Badescu,16.0
16084,11238070747,4,1.0,0.0,1,1,0,2021-07-20,This has been my go-to cleanser for acne issues. It is soft on the skin and doesn’t feel greasy/oily as some cleansers do. I do think that for it to be truly effective it needs to be paired with other acne related products that work for you.,Lightweight and effective.,mediumTan,brown,combination,black,P393501,Acne Solutions Cleansing Gel,CLINIQUE,23.5
25085,24185780341,4,1.0,0.0,1,1,0,2022-10-04,"After using this product over the past few weeks, the results have been good. It ended up clearing my skin, but it was pretty rough on it in the beginning and made me break out even more. But now my skin is back to normal.",Not bad!,lightMedium,hazel,oily,brown,P502749,SuperSolutions 5% Benzoyl Peroxide Cleanser Acne Solution,The INKEY List,17.99
23905,11358065332,5,1.0,,0,0,0,2023-03-06,I absolutely love all of dr dennis skincare prodcuts! So of course i really enjoyed this dermafusions fill and repair serum. it makes my skin and my pores feel amazing and so smooth. complimentary from dennis gross,,,brown,combination,black,P481341,Alpha Beta Daily Moisturizer,Dr. Dennis Gross Skincare,72.0
2885,1833452906,5,1.0,0.8181819915771484,11,2,9,2022-04-13,"Favorite item to travel with! I travel at least once a month for work, wear full face makeup and have sensitive skin. This is perfect!!! Easy to pack and removes my eyeliner.  Go to travel companion 4 life!",,mediumTan,brown,combination,brown,P440658,Baby Bar Travel Duo with Case,Drunk Elephant,22.0
6904,1712085086,1,0.0,0.800000011920929,5,1,4,2022-01-19,"Pull-ezzzz you can find just as good cheaper in Sephora or your drugstore with SAME ingredients non-comedogenic AND anti aging without parabens fragrance or junk at literally half the cost. Umbrelle thin spf 60, La Roche posay and Vichy for the face in mineral or regular spf 50-60 dermatologist recommended. I find this price a total insult given it doesn’t have any more exceptional ingredients than those ones! Such a $ grab for the name only.",$80.00 for 125ml ????!!!!,light,blue,combination,brown,P429522,Super Fluid Daily UV Defense Sunscreen Broad Spectrum SPF 50+,Kiehl's Since 1851,68.0
39808,1755071888,5,1.0,1.0,8,0,8,2021-06-24,"I can understand why there’s so many rave reviews. I’ve been using this now for a few weeks and it basically hits all the things I’ve been looking for in a cleanser - feels lovely and creamy, and saps excess oil and dirt but doesn’t irritate or dry out the skin. I also love the smell, very earthy and clean, and I love that the company is so environmental conscious. Most cleansers that promise to clarify or exfoliate the skin end up being too irritating for me to use daily, even though they claim to be gentle. This one though truly holds up to its promise. It’s a keeper!",Truly Non-Irritating!,light,brown,combination,brown,P470049,Clearcalm Clarifying Clay Cleanser,REN Clean Skincare,38.0
39973,34709038808,1,0.0,0.0799999982118606,50,46,4,2022-05-09,"hate this. let it sit on my face for over an hour hoping it would dry up like a peel mask is supposed to and it never did, turned the consistency of hair gel",not worth your money,light,blue,combination,brown,P479688,AHA Peeling Masks,SEPHORA COLLECTION,10.0
31405,5796984654,5,1.0,1.0,1,0,1,2021-07-22,"I love those exfoliating pads, you will definitely see the results after second use . They left my skin a lot brighter and my skin felt really plump . If you have sensitive skin please try them first on the small area before applying all over the face .",Good,fairLight,green,oily,blonde,P474109,Daily Reveal  Exfoliating Face Pads with AHA + BHA + PHA + TXA,StriVectin,45.0
35534,34575906929,5,1.0,,0,0,0,2022-01-14,such cute packaging! I bought this as a gift. I think my friend really liked it!,cute package,fair,brown,normal,brown,P472466,Mini Rose & Hyaluronic Acid Deep Hydration Moisturizer,fresh,18.0
45044,2521882692,5,1.0,1.0,4,0,4,2020-10-08,"This body butter is Very moisturizing. While it is pricey, a little goes a long way. This is perfect for the upcoming colder seasons.",Very moisturizing and thick,lightMedium,brown,combination,brown,P464250,GOOPGENES Nourishing Repair Body Butter,goop,65.0
7964,26973230421,5,1.0,,0,0,0,2020-10-26,I was impressed by this product. I have used other products that were much heavier and left my skin oily feeling. This product was light and I have noticed my skin feeling hydrated and plumped after just a couple weeks. There has been a visible decrease in lines that I’ve not seen with other products- I would most certainly recommend this product.,Great product!,fair,blue,combination,blonde,P464242,Hyaluronic Acid + Peptide Serum,Dr. Zenovia Skincare,72.0
8344,1853753305,4,1.0,0.9024389982223512,82,8,74,2019-01-29,"Ok I had to read the 1 star reviews and laugh, retinol and Vit C will make your skin peel that’s the point, AND what retinol does!!  The idea here is that in order to reveal plumper smoother skin you have to peel back layers of unexfoliated skin! I use this product at night and ALSO slap on a  great moisturizer on top, and a little peeling happens then I use Exfolikate which helps remove the flakes... this is a great product if you have a good regimen down already!",,lightMedium,blue,normal,blonde,P436365,+Retinol Vita C Power Serum,Kate Somerville,110.0
34021,1153747378,4,1.0,1.0,8,0,8,2022-08-18,"Love this product!  It feels and smells heavenly!  One drawback, and maybe it was just a fluke, but my jar seemed to only be filled about halfway when it was brand new.  For the price, I wish it was filled to the top!  However, I still love it and look forward to using it every night!",,fair,hazel,combination,auburn,P482068,Sacred Sleep Overnight Repair with Retinol,Saint Jane Beauty,70.0
24372,33037427415,5,1.0,,0,0,0,2022-09-07,"Strong, yet non irritating to my sensitive skin!  I use 2 times a week and that’s perfect for me.",Strongly effective,fairLight,blue,combination,red,P502479,Kombucha + 10% AHA Liquid Exfoliant with Lactic Acid and Glycolic Acid,Youth To The People,42.0
26416,1537343537,5,,1.0,3,0,3,2017-02-19,"I love this mask! I’ve tried so many masks and this has to be one of my favorites. It’s hydrating and quickly calms red patches on my face. As for application, I wouldn’t recommend using the provided spatula to apply. I used a foundation brush to apply and then Smoothed it out with the spatula. The first time I just used the spatula and had a hard time applying the mask evenly and quickly. You’re going to look like a melting Smurf for a few minutes.",Luv,,,,,P411360,Hyaluronic Marine Hydrating Modeling Mask,Dr. Dennis Gross Skincare,52.0
12235,10690040573,5,1.0,,0,0,0,2022-04-25,"I received this cleanser as part of the set complimentary from The Outset. This is a perfect set for an everyday skincare routine and to get the skin into balance and a healthy complexion. This set has easy to use products that do not take up much time and can be used in the morning and in the evening. The gel cleanser thoroughly deep cleans my skin and removes makeup, excess oil and impurities without stripping my skin. The clear gel texture forms into a nice lather, leaving my skin feeling fresh, hydrated and balanced. Overall, this is a beautiful cleanser and together with the other products in the set it provides an easy-to-follow daily routine that makes my skin feel soft, smooth, nourished and looking plump and radiant with a healthy glow.",Excellent cleanser,light,brown,combination,blonde,P483696,Gentle Micellar Antioxidant Cleanser,The Outset,32.0
37628,1828829220,3,1.0,1.0,2,0,2,2022-04-16,"Overall this product was decent, I liked that it didn’t smell too strongly but there was a slightly oily feel to it which I didn’t appreciate. The packaging is nice, I didn’t see too much of a difference with using it but I’ve only been using it every other day because my skin has been more sensitive lately. I think this would be a good alternative to retinol if the price tag isn’t a problem for you!",,light,brown,combination,black,P475193,Wrinkle Treatment Drops Retinol Alternative Serum,TULA Skincare,68.0
37302,1377344234,1,0.0,,0,0,0,2020-06-23,Streaky & orange. Get the isle of paradise dark mousse.,,light,green,normal,blonde,P456989,Super Glow Body Hyaluronic Self-Tan Serum,TAN-LUXE,49.0
